k,Outcome_label,period,time_bin_left,time_bin_right,time_bin_mid,time_bin,n_obs,n_subjects,sws_q25,sws_median,sws_mean,sws_q75
7,sPTB,Prepartum,-12,-10,-11,"[-12.0,-10.0)",21,21,1.55011,1.98196,2.221171360544217,2.90415142857143
7,sPTB,Prepartum,-10,-8,-9,"[-10.0,-8.0)",8,8,1.5086464285714252,1.66451357142857,1.700381607142855,1.8429532142857101
7,sPTB,Prepartum,-8,-6,-7,"[-8.0,-6.0)",6,6,1.6187714285714274,1.90229,1.916819523809525,2.209974642857145
7,sPTB,Prepartum,-6,-4,-5,"[-6.0,-4.0)",3,3,1.766931428571425,1.93393714285714,1.9128338095238067,2.069287857142855
7,sPTB,Prepartum,-4,-2,-3,"[-4.0,-2.0)",2,2,1.6851242857142874,1.8206457142857149,1.8206457142857149,1.9561671428571423
7,sPTB,Prepartum,-2,0,-1,"[-2.0,0.0)",9,9,1.50773714285714,1.75503,1.7306682539682534,1.85952428571429
7,sPTB,Postpartum,6,8,7,"[6.0,8.0)",9,9,3.33414,3.698894,3.821656,4.329331
7,sPTB,Postpartum,8,10,9,"[8.0,10.0)",2,2,2.63444175,2.6613854999999997,2.6613854999999997,2.68832925
7,sPTB,Postpartum,12,14,13,"[12.0,14.0)",1,1,3.988905,3.988905,3.988905,3.988905
7,sPTB,Postpartum,14,16,15,"[14.0,16.0)",2,2,3.2799115,4.193372,4.193372,5.1068325
7,sPTB,Postpartum,16,18,17,"[16.0,18.0)",1,1,3.425857,3.425857,3.425857,3.425857
7,sPTB,Postpartum,26,28,27,"[26.0,28.0)",2,2,3.4765474999999997,3.6368359999999997,3.6368359999999997,3.7971245000000002
7,sPTB,Postpartum,28,30,29,"[28.0,30.0)",2,2,2.9705445,2.999497,2.999497,3.0284495000000002
7,sPTB,Postpartum,38,40,39,"[38.0,40.0)",1,1,3.561299,3.561299,3.561299,3.561299
7,sPTB,Postpartum,42,44,43,"[42.0,44.0)",1,1,2.575475,2.575475,2.575475,2.575475
7,sPTB,Postpartum,48,50,49,"[48.0,50.0)",1,1,3.947721,3.947721,3.947721,3.947721
7,sPTB,Postpartum,52,54,53,"[52.0,54.0)",1,1,2.878971,2.878971,2.878971,2.878971
7,sPTB,Postpartum,58,60,59,"[58.0,60.0)",1,1,3.254268,3.254268,3.254268,3.254268
8,FTB,Prepartum,-24,-22,-23,"[-24.0,-22.0)",8,8,1.8701625,2.150256875,2.25391640625,2.7132315625000003
8,FTB,Prepartum,-22,-20,-21,"[-22.0,-20.0)",109,109,1.95385375,2.42912625,2.563864148099607,3.11064875
8,FTB,Prepartum,-20,-18,-19,"[-20.0,-18.0)",216,216,1.936608125,2.31265125,2.415755277777778,2.81486625
8,FTB,Prepartum,-18,-16,-17,"[-18.0,-16.0)",176,176,1.6978262499999999,2.0743762500000003,2.184464765625,2.5720971875000003
8,FTB,Prepartum,-16,-14,-15,"[-16.0,-14.0)",173,173,1.65164375,1.98536,2.0694899329066887,2.32263375
8,FTB,Prepartum,-14,-12,-13,"[-14.0,-12.0)",105,105,1.610635,2.03743875,2.117017345238095,2.445955
8,FTB,Prepartum,-12,-10,-11,"[-12.0,-10.0)",31,31,1.736434375,2.0285575,2.0983777822580647,2.342203125
8,FTB,Prepartum,-10,-8,-9,"[-10.0,-8.0)",11,11,1.592158125,1.86358375,1.8153852272727273,1.955224375
8,FTB,Prepartum,-8,-6,-7,"[-8.0,-6.0)",7,7,1.5499162499999999,1.66051875,1.7437017857142858,1.765541875
8,FTB,Prepartum,-6,-4,-5,"[-6.0,-4.0)",3,3,1.494726875,1.52552125,1.5203116666666667,1.54850125
8,FTB,Postpartum,4,6,5,"[4.0,6.0)",4,4,3.132935,3.6215725,3.5090065,3.997644
8,FTB,Postpartum,6,8,7,"[6.0,8.0)",24,24,2.9506765,3.420208,3.421609666666667,3.895045
8,FTB,Postpartum,8,10,9,"[8.0,10.0)",6,6,3.13752675,3.4978805,3.5344868333333332,4.011367
8,FTB,Postpartum,12,14,13,"[12.0,14.0)",8,8,2.9942080000000004,3.215834,3.3900705,3.6481209999999997
8,FTB,Postpartum,14,16,15,"[14.0,16.0)",12,12,2.6592905,3.027723,3.119373583333333,3.3059647500000002
8,FTB,Postpartum,16,18,17,"[16.0,18.0)",1,1,4.128421,4.128421,4.128421,4.128421
8,FTB,Postpartum,24,26,25,"[24.0,26.0)",2,2,2.7655024999999998,2.9738689999999997,2.9738689999999997,3.1822355
8,FTB,Postpartum,26,28,27,"[26.0,28.0)",11,11,2.8936605,3.158801,3.0945204545454548,3.1908835
8,FTB,Postpartum,28,30,29,"[28.0,30.0)",1,1,4.131779,4.131779,4.131779,4.131779
8,FTB,Postpartum,30,32,31,"[30.0,32.0)",2,2,3.5894285000000004,3.675975,3.675975,3.7625215
8,FTB,Postpartum,32,34,33,"[32.0,34.0)",1,1,3.71426,3.71426,3.71426,3.71426
8,FTB,Postpartum,34,36,35,"[34.0,36.0)",1,1,3.38197,3.38197,3.38197,3.38197
8,FTB,Postpartum,36,38,37,"[36.0,38.0)",1,1,3.812707,3.812707,3.812707,3.812707
8,FTB,Postpartum,38,40,39,"[38.0,40.0)",4,4,3.3804852499999996,3.8045419999999996,3.5100875,3.9341442499999997
8,FTB,Postpartum,40,42,41,"[40.0,42.0)",6,6,2.9781435,3.207904,3.1302891666666666,3.54823475
8,FTB,Postpartum,42,44,43,"[42.0,44.0)",2,2,3.17258075,3.2358725,3.2358725,3.29916425
8,FTB,Postpartum,44,46,45,"[44.0,46.0)",1,1,2.663547,2.663547,2.663547,2.663547
8,FTB,Postpartum,48,50,49,"[48.0,50.0)",1,1,2.91082,2.91082,2.91082,2.91082
8,FTB,Postpartum,50,52,51,"[50.0,52.0)",3,3,3.241694,3.414548,3.3154019999999997,3.438683
8,FTB,Postpartum,52,54,53,"[52.0,54.0)",5,5,2.952814,3.250316,3.4484848,3.39502
8,FTB,Postpartum,54,56,55,"[54.0,56.0)",4,4,2.3213945000000002,2.685853,2.5685925,2.933051
8,sPTB,Prepartum,-20,-18,-19,"[-20.0,-18.0)",2,2,2.5583321874999996,2.6084143749999997,2.6084143749999997,2.6584965625
8,sPTB,Prepartum,-18,-16,-17,"[-18.0,-16.0)",17,17,1.738715,2.02437625,2.1905823529411763,2.5812825
8,sPTB,Prepartum,-16,-14,-15,"[-16.0,-14.0)",27,27,1.755841875,2.289625,2.336485740740741,2.6351143749999997
8,sPTB,Prepartum,-14,-12,-13,"[-14.0,-12.0)",24,24,1.77976625,2.021624375,2.1576513020833334,2.3120199999999995
8,sPTB,Prepartum,-12,-10,-11,"[-12.0,-10.0)",21,21,1.54353625,1.97848,2.2111127976190477,2.83706625
8,sPTB,Prepartum,-10,-8,-9,"[-10.0,-8.0)",8,8,1.5081212499999999,1.717925625,1.7158428125,1.8573328125
8,sPTB,Prepartum,-8,-6,-7,"[-8.0,-6.0)",6,6,1.5978206250000002,1.89383875,1.8976266666666666,2.1651321875000002
8,sPTB,Prepartum,-6,-4,-5,"[-6.0,-4.0)",3,3,1.733644375,1.8812425,1.8905920833333334,2.042865
8,sPTB,Prepartum,-4,-2,-3,"[-4.0,-2.0)",2,2,1.7233943750000003,1.8626650000000002,1.8626650000000002,2.001935625
8,sPTB,Prepartum,-2,0,-1,"[-2.0,0.0)",9,9,1.5004875,1.73852125,1.7351976388888888,1.93749
8,sPTB,Postpartum,6,8,7,"[6.0,8.0)",9,9,3.33414,3.698894,3.821656,4.329331
8,sPTB,Postpartum,8,10,9,"[8.0,10.0)",2,2,2.63444175,2.6613854999999997,2.6613854999999997,2.68832925
8,sPTB,Postpartum,12,14,13,"[12.0,14.0)",1,1,3.988905,3.988905,3.988905,3.988905
8,sPTB,Postpartum,14,16,15,"[14.0,16.0)",2,2,3.2799115,4.193372,4.193372,5.1068325
8,sPTB,Postpartum,16,18,17,"[16.0,18.0)",1,1,3.425857,3.425857,3.425857,3.425857
8,sPTB,Postpartum,26,28,27,"[26.0,28.0)",2,2,3.4765474999999997,3.6368359999999997,3.6368359999999997,3.7971245000000002
8,sPTB,Postpartum,28,30,29,"[28.0,30.0)",2,2,2.9705445,2.999497,2.999497,3.0284495000000002
8,sPTB,Postpartum,38,40,39,"[38.0,40.0)",1,1,3.561299,3.561299,3.561299,3.561299
8,sPTB,Postpartum,42,44,43,"[42.0,44.0)",1,1,2.575475,2.575475,2.575475,2.575475
8,sPTB,Postpartum,48,50,49,"[48.0,50.0)",1,1,3.947721,3.947721,3.947721,3.947721
8,sPTB,Postpartum,52,54,53,"[52.0,54.0)",1,1,2.878971,2.878971,2.878971,2.878971
8,sPTB,Postpartum,58,60,59,"[58.0,60.0)",1,1,3.254268,3.254268,3.254268,3.254268
9,FTB,Prepartum,-24,-22,-23,"[-24.0,-22.0)",8,8,1.8229733333333351,2.116476666666665,2.227247499999999,2.7087063888888876
9,FTB,Prepartum,-22,-20,-21,"[-22.0,-20.0)",109,109,1.9721,2.44483111111111,2.5681533282364932,3.13681666666667
9,FTB,Prepartum,-20,-18,-19,"[-20.0,-18.0)",216,216,1.9129652777777801,2.311148888888885,2.4132641255144036,2.7922822222222203
9,FTB,Prepartum,-18,-16,-17,"[-18.0,-16.0)",176,176,1.693060833333335,2.067929444444445,2.183498926767677,2.613927222222225
9,FTB,Prepartum,-16,-14,-15,"[-16.0,-14.0)",173,173,1.65274555555556,1.97645777777778,2.0708361697174054,2.33414333333333
9,FTB,Prepartum,-14,-12,-13,"[-14.0,-12.0)",105,105,1.62072,2.053,2.118207714285714,2.46546555555556
9,FTB,Prepartum,-12,-10,-11,"[-12.0,-10.0)",31,31,1.716169444444445,2.04259444444444,2.102339139784946,2.346417777777775
9,FTB,Prepartum,-10,-8,-9,"[-10.0,-8.0)",11,11,1.579316666666665,1.83135888888889,1.8037847474747482,1.934566666666665
9,FTB,Prepartum,-8,-6,-7,"[-8.0,-6.0)",7,7,1.5464705555555551,1.68583444444444,1.7517087301587286,1.77912333333333
9,FTB,Prepartum,-6,-4,-5,"[-6.0,-4.0)",3,3,1.4810433333333348,1.50998555555556,1.5115070370370367,1.54121
9,FTB,Postpartum,4,6,5,"[4.0,6.0)",4,4,3.132935,3.6215725,3.5090065,3.997644
9,FTB,Postpartum,6,8,7,"[6.0,8.0)",24,24,2.9506765,3.420208,3.421609666666667,3.895045
9,FTB,Postpartum,8,10,9,"[8.0,10.0)",6,6,3.13752675,3.4978805,3.5344868333333332,4.011367
9,FTB,Postpartum,12,14,13,"[12.0,14.0)",8,8,2.9942080000000004,3.215834,3.3900705,3.6481209999999997
9,FTB,Postpartum,14,16,15,"[14.0,16.0)",12,12,2.6592905,3.027723,3.119373583333333,3.3059647500000002
9,FTB,Postpartum,16,18,17,"[16.0,18.0)",1,1,4.128421,4.128421,4.128421,4.128421
9,FTB,Postpartum,24,26,25,"[24.0,26.0)",2,2,2.7655024999999998,2.9738689999999997,2.9738689999999997,3.1822355
9,FTB,Postpartum,26,28,27,"[26.0,28.0)",11,11,2.8936605,3.158801,3.0945204545454548,3.1908835
9,FTB,Postpartum,28,30,29,"[28.0,30.0)",1,1,4.131779,4.131779,4.131779,4.131779
9,FTB,Postpartum,30,32,31,"[30.0,32.0)",2,2,3.5894285000000004,3.675975,3.675975,3.7625215
9,FTB,Postpartum,32,34,33,"[32.0,34.0)",1,1,3.71426,3.71426,3.71426,3.71426
9,FTB,Postpartum,34,36,35,"[34.0,36.0)",1,1,3.38197,3.38197,3.38197,3.38197
9,FTB,Postpartum,36,38,37,"[36.0,38.0)",1,1,3.812707,3.812707,3.812707,3.812707
9,FTB,Postpartum,38,40,39,"[38.0,40.0)",4,4,3.3804852499999996,3.8045419999999996,3.5100875,3.9341442499999997
9,FTB,Postpartum,40,42,41,"[40.0,42.0)",6,6,2.9781435,3.207904,3.1302891666666666,3.54823475
9,FTB,Postpartum,42,44,43,"[42.0,44.0)",2,2,3.17258075,3.2358725,3.2358725,3.29916425
9,FTB,Postpartum,44,46,45,"[44.0,46.0)",1,1,2.663547,2.663547,2.663547,2.663547
9,FTB,Postpartum,48,50,49,"[48.0,50.0)",1,1,2.91082,2.91082,2.91082,2.91082
9,FTB,Postpartum,50,52,51,"[50.0,52.0)",3,3,3.241694,3.414548,3.3154019999999997,3.438683
9,FTB,Postpartum,52,54,53,"[52.0,54.0)",5,5,2.952814,3.250316,3.4484848,3.39502
9,FTB,Postpartum,54,56,55,"[54.0,56.0)",4,4,2.3213945000000002,2.685853,2.5685925,2.933051
9,sPTB,Prepartum,-20,-18,-19,"[-20.0,-18.0)",2,2,2.549236111111113,2.604593333333335,2.604593333333335,2.6599505555555574
9,sPTB,Prepartum,-18,-16,-17,"[-18.0,-16.0)",17,17,1.72792111111111,2.05336444444444,2.19295816993464,2.52533333333333
9,sPTB,Prepartum,-16,-14,-15,"[-16.0,-14.0)",27,27,1.73927388888889,2.24379666666667,2.33614987654321,2.66723833333333
9,sPTB,Prepartum,-14,-12,-13,"[-14.0,-12.0)",24,24,1.80978583333333,2.00718777777778,2.1492820370370374,2.3099350000000025
9,sPTB,Prepartum,-12,-10,-11,"[-12.0,-10.0)",21,21,1.55397222222222,2.0088,2.201195555555555,2.82088444444444
9,sPTB,Prepartum,-10,-8,-9,"[-10.0,-8.0)",8,8,1.5052936111111075,1.71478611111111,1.7171515277777776,1.8790069444444475
9,sPTB,Prepartum,-8,-6,-7,"[-8.0,-6.0)",6,6,1.5956883333333352,1.866,1.88888925925926,2.1330424999999975
9,sPTB,Prepartum,-6,-4,-5,"[-6.0,-4.0)",3,3,1.721668333333335,1.87447666666667,1.8820562962962966,2.038654444444445
9,sPTB,Prepartum,-4,-2,-3,"[-4.0,-2.0)",2,2,1.7281680555555574,1.8758172222222251,1.8758172222222251,2.0234663888888926
9,sPTB,Prepartum,-2,0,-1,"[-2.0,0.0)",9,9,1.49042666666667,1.73755444444444,1.7530560493827179,1.98950888888889
9,sPTB,Postpartum,6,8,7,"[6.0,8.0)",9,9,3.33414,3.698894,3.821656,4.329331
9,sPTB,Postpartum,8,10,9,"[8.0,10.0)",2,2,2.63444175,2.6613854999999997,2.6613854999999997,2.68832925
9,sPTB,Postpartum,12,14,13,"[12.0,14.0)",1,1,3.988905,3.988905,3.988905,3.988905
9,sPTB,Postpartum,14,16,15,"[14.0,16.0)",2,2,3.2799115,4.193372,4.193372,5.1068325
9,sPTB,Postpartum,16,18,17,"[16.0,18.0)",1,1,3.425857,3.425857,3.425857,3.425857
9,sPTB,Postpartum,26,28,27,"[26.0,28.0)",2,2,3.4765474999999997,3.6368359999999997,3.6368359999999997,3.7971245000000002
9,sPTB,Postpartum,28,30,29,"[28.0,30.0)",2,2,2.9705445,2.999497,2.999497,3.0284495000000002
9,sPTB,Postpartum,38,40,39,"[38.0,40.0)",1,1,3.561299,3.561299,3.561299,3.561299
9,sPTB,Postpartum,42,44,43,"[42.0,44.0)",1,1,2.575475,2.575475,2.575475,2.575475
9,sPTB,Postpartum,48,50,49,"[48.0,50.0)",1,1,3.947721,3.947721,3.947721,3.947721
9,sPTB,Postpartum,52,54,53,"[52.0,54.0)",1,1,2.878971,2.878971,2.878971,2.878971
9,sPTB,Postpartum,58,60,59,"[58.0,60.0)",1,1,3.254268,3.254268,3.254268,3.254268
10,FTB,Prepartum,-24,-22,-23,"[-24.0,-22.0)",8,8,1.79638725,2.0898085,2.203895125,2.6849522500000003
10,FTB,Prepartum,-22,-20,-21,"[-22.0,-20.0)",109,109,1.949424,2.449315,2.5691435361875636,3.115609
10,FTB,Prepartum,-20,-18,-19,"[-20.0,-18.0)",216,216,1.91474375,2.3288010000000003,2.411239531378601,2.7836110000000005
10,FTB,Prepartum,-18,-16,-17,"[-18.0,-16.0)",176,176,1.702313,2.0571124999999997,2.1816284564393937,2.5871442499999997
10,FTB,Prepartum,-16,-14,-15,"[-16.0,-14.0)",173,173,1.651697,1.966646,2.06586024165061,2.322103
10,FTB,Prepartum,-14,-12,-13,"[-14.0,-12.0)",105,105,1.615654,2.040133,2.1184586814814814,2.468124
10,FTB,Prepartum,-12,-10,-11,"[-12.0,-10.0)",31,31,1.72092,2.096998,2.103694870967742,2.3493765
10,FTB,Prepartum,-10,-8,-9,"[-10.0,-8.0)",11,11,1.5808309999999999,1.817267,1.8048366363636363,1.960827
10,FTB,Prepartum,-8,-6,-7,"[-8.0,-6.0)",7,7,1.5389119999999998,1.712565,1.7501317142857142,1.788022
10,FTB,Prepartum,-6,-4,-5,"[-6.0,-4.0)",3,3,1.4771455,1.503527,1.5063716666666667,1.5341755
10,FTB,Postpartum,4,6,5,"[4.0,6.0)",4,4,3.132935,3.6215725,3.5090065,3.997644
10,FTB,Postpartum,6,8,7,"[6.0,8.0)",24,24,2.9506765,3.420208,3.421609666666667,3.895045
10,FTB,Postpartum,8,10,9,"[8.0,10.0)",6,6,3.13752675,3.4978805,3.5344868333333332,4.011367
10,FTB,Postpartum,12,14,13,"[12.0,14.0)",8,8,2.9942080000000004,3.215834,3.3900705,3.6481209999999997
10,FTB,Postpartum,14,16,15,"[14.0,16.0)",12,12,2.6592905,3.027723,3.119373583333333,3.3059647500000002
10,FTB,Postpartum,16,18,17,"[16.0,18.0)",1,1,4.128421,4.128421,4.128421,4.128421
10,FTB,Postpartum,24,26,25,"[24.0,26.0)",2,2,2.7655024999999998,2.9738689999999997,2.9738689999999997,3.1822355
10,FTB,Postpartum,26,28,27,"[26.0,28.0)",11,11,2.8936605,3.158801,3.0945204545454548,3.1908835
10,FTB,Postpartum,28,30,29,"[28.0,30.0)",1,1,4.131779,4.131779,4.131779,4.131779
10,FTB,Postpartum,30,32,31,"[30.0,32.0)",2,2,3.5894285000000004,3.675975,3.675975,3.7625215
10,FTB,Postpartum,32,34,33,"[32.0,34.0)",1,1,3.71426,3.71426,3.71426,3.71426
10,FTB,Postpartum,34,36,35,"[34.0,36.0)",1,1,3.38197,3.38197,3.38197,3.38197
10,FTB,Postpartum,36,38,37,"[36.0,38.0)",1,1,3.812707,3.812707,3.812707,3.812707
10,FTB,Postpartum,38,40,39,"[38.0,40.0)",4,4,3.3804852499999996,3.8045419999999996,3.5100875,3.9341442499999997
10,FTB,Postpartum,40,42,41,"[40.0,42.0)",6,6,2.9781435,3.207904,3.1302891666666666,3.54823475
10,FTB,Postpartum,42,44,43,"[42.0,44.0)",2,2,3.17258075,3.2358725,3.2358725,3.29916425
10,FTB,Postpartum,44,46,45,"[44.0,46.0)",1,1,2.663547,2.663547,2.663547,2.663547
10,FTB,Postpartum,48,50,49,"[48.0,50.0)",1,1,2.91082,2.91082,2.91082,2.91082
10,FTB,Postpartum,50,52,51,"[50.0,52.0)",3,3,3.241694,3.414548,3.3154019999999997,3.438683
10,FTB,Postpartum,52,54,53,"[52.0,54.0)",5,5,2.952814,3.250316,3.4484848,3.39502
10,FTB,Postpartum,54,56,55,"[54.0,56.0)",4,4,2.3213945000000002,2.685853,2.5685925,2.933051
10,sPTB,Prepartum,-20,-18,-19,"[-20.0,-18.0)",2,2,2.5943405,2.631366,2.631366,2.6683915000000002
10,sPTB,Prepartum,-18,-16,-17,"[-18.0,-16.0)",17,17,1.729639,2.014782,2.2019004117647056,2.510059
10,sPTB,Prepartum,-16,-14,-15,"[-16.0,-14.0)",27,27,1.7285825,2.210981,2.3289264814814814,2.6928555000000003
10,sPTB,Prepartum,-14,-12,-13,"[-14.0,-12.0)",24,24,1.8088605,2.0189364999999997,2.151085856481482,2.3306352500000003
10,sPTB,Prepartum,-12,-10,-11,"[-12.0,-10.0)",21,21,1.5554,2.038656,2.201720285714286,2.782875
10,sPTB,Prepartum,-10,-8,-9,"[-10.0,-8.0)",8,8,1.49666925,1.736581,1.72773975,1.89251125
10,sPTB,Prepartum,-8,-6,-7,"[-8.0,-6.0)",6,6,1.585498,1.8649710000000002,1.8881711666666667,2.132747
10,sPTB,Prepartum,-6,-4,-5,"[-6.0,-4.0)",3,3,1.703862,1.869168,1.8664483333333333,2.0303945
10,sPTB,Prepartum,-4,-2,-3,"[-4.0,-2.0)",2,2,1.7268940000000002,1.873084,1.873084,2.0192740000000002
10,sPTB,Prepartum,-2,0,-1,"[-2.0,0.0)",9,9,1.49801,1.737924,1.75187,1.977823
10,sPTB,Postpartum,6,8,7,"[6.0,8.0)",9,9,3.33414,3.698894,3.821656,4.329331
10,sPTB,Postpartum,8,10,9,"[8.0,10.0)",2,2,2.63444175,2.6613854999999997,2.6613854999999997,2.68832925
10,sPTB,Postpartum,12,14,13,"[12.0,14.0)",1,1,3.988905,3.988905,3.988905,3.988905
10,sPTB,Postpartum,14,16,15,"[14.0,16.0)",2,2,3.2799115,4.193372,4.193372,5.1068325
10,sPTB,Postpartum,16,18,17,"[16.0,18.0)",1,1,3.425857,3.425857,3.425857,3.425857
10,sPTB,Postpartum,26,28,27,"[26.0,28.0)",2,2,3.4765474999999997,3.6368359999999997,3.6368359999999997,3.7971245000000002
10,sPTB,Postpartum,28,30,29,"[28.0,30.0)",2,2,2.9705445,2.999497,2.999497,3.0284495000000002
10,sPTB,Postpartum,38,40,39,"[38.0,40.0)",1,1,3.561299,3.561299,3.561299,3.561299
10,sPTB,Postpartum,42,44,43,"[42.0,44.0)",1,1,2.575475,2.575475,2.575475,2.575475
10,sPTB,Postpartum,48,50,49,"[48.0,50.0)",1,1,3.947721,3.947721,3.947721,3.947721
10,sPTB,Postpartum,52,54,53,"[52.0,54.0)",1,1,2.878971,2.878971,2.878971,2.878971
10,sPTB,Postpartum,58,60,59,"[58.0,60.0)",1,1,3.254268,3.254268,3.254268,3.254268
